product_1,product_2,p1_aisle,p1_rack,p2_aisle,p2_rack,same_aisle,same_rack,suggestion,lift,confidence,priority
Xiaomi Redmi Note 11 Smartphone,Dell Inspiron 3501 Laptop,A1,R1,A2,R2,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Dell Inspiron 3501 Laptop,0.9178409178409178,0.26846846846846845,Low
Anker PowerCore 10K Powerbank,Mi Fast Charger 20W,A3,R5,A3,R4,True,False,"⚠ Same aisle, different racks: Consider moving Anker PowerCore 10K Powerbank closer to Mi Fast Charger 20W",0.9174679341316275,0.2781456953642384,Low
Xiaomi Redmi Note 11 Smartphone,Mi Fast Charger 20W,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Mi Fast Charger 20W,0.9174679341316275,0.2781456953642384,Low
JBL C200 Bass Earphones,Mi Fast Charger 20W,A3,R4,A3,R4,True,True,✓ Already together: JBL C200 Bass Earphones and Mi Fast Charger 20W on same rack,0.9174679341316275,0.2781456953642384,Low
Lenovo Tab M10 Tablet,HP Pavilion 15 Laptop,A1,R3,A2,R2,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near HP Pavilion 15 Laptop,0.9168833336404062,0.2706333973128599,Low
Anker PowerCore 10K Powerbank,HP Pavilion 15 Laptop,A3,R5,A2,R2,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near HP Pavilion 15 Laptop,0.9168833336404062,0.2706333973128599,Low
HP Pavilion 15 Laptop,Anker PowerCore 10K Powerbank,A2,R2,A3,R5,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Anker PowerCore 10K Powerbank,0.9168833336404061,0.07961603613777526,Low
HP Pavilion 15 Laptop,Lenovo Tab M10 Tablet,A2,R2,A1,R3,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Lenovo Tab M10 Tablet,0.9168833336404061,0.07961603613777526,Low
Dell Inspiron 3501 Laptop,Boat Stone 200 Bluetooth Speaker,A2,R2,A4,R7,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Boat Stone 200 Bluetooth Speaker,0.9167741011316431,0.27350427350427353,Low
Boat Stone 200 Bluetooth Speaker,Dell Inspiron 3501 Laptop,A4,R7,A2,R2,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Dell Inspiron 3501 Laptop,0.916774101131643,0.2681564245810056,Low
Samsung Galaxy A52 Smartphone,Lenovo Tab M10 Tablet,A1,R1,A1,R3,True,False,"⚠ Same aisle, different racks: Consider moving Samsung Galaxy A52 Smartphone closer to Lenovo Tab M10 Tablet",0.9166796692151662,0.07975113122171945,Low
Samsung Galaxy A52 Smartphone,Xiaomi Redmi Note 11 Smartphone,A1,R1,A1,R1,True,True,✓ Already together: Samsung Galaxy A52 Smartphone and Xiaomi Redmi Note 11 Smartphone on same rack,0.9166796692151662,0.07975113122171945,Low
Lenovo Tab M10 Tablet,Samsung Galaxy A52 Smartphone,A1,R3,A1,R1,True,False,"⚠ Same aisle, different racks: Consider moving Lenovo Tab M10 Tablet closer to Samsung Galaxy A52 Smartphone",0.9166796692151661,0.27011494252873564,Low
Xiaomi Redmi Note 11 Smartphone,Samsung Galaxy A52 Smartphone,A1,R1,A1,R1,True,True,✓ Already together: Xiaomi Redmi Note 11 Smartphone and Samsung Galaxy A52 Smartphone on same rack,0.9166796692151661,0.27011494252873564,Low
Dell Inspiron 3501 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near JBL C200 Bass Earphones,0.9165221699281645,0.28030303030303033,Low
Samsung Galaxy A52 Smartphone,JBL C200 Bass Earphones,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near JBL C200 Bass Earphones,0.9165221699281645,0.28030303030303033,Low
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,A3,R5,A3,R4,True,False,"⚠ Same aisle, different racks: Consider moving Anker PowerCore 10K Powerbank closer to JBL C200 Bass Earphones",0.9165221699281645,0.28030303030303033,Low
Boat Stone 200 Bluetooth Speaker,JBL C200 Bass Earphones,A4,R7,A3,R4,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near JBL C200 Bass Earphones,0.9165221699281645,0.28030303030303033,Low
JBL C200 Bass Earphones,Samsung Galaxy A52 Smartphone,A3,R4,A1,R1,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Samsung Galaxy A52 Smartphone,0.9165221699281645,0.08065395095367847,Low
JBL C200 Bass Earphones,Boat Stone 200 Bluetooth Speaker,A3,R4,A4,R7,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Boat Stone 200 Bluetooth Speaker,0.9165221699281645,0.08065395095367847,Low
Samsung Galaxy A52 Smartphone,JBL C200 Bass Earphones,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near JBL C200 Bass Earphones,0.9165221699281645,0.28030303030303033,Low
Xiaomi Redmi Note 11 Smartphone,Lenovo Tab M10 Tablet,A1,R1,A1,R3,True,False,"⚠ Same aisle, different racks: Consider moving Xiaomi Redmi Note 11 Smartphone closer to Lenovo Tab M10 Tablet",0.9162527644623892,0.07772877618522601,Low
Lenovo Tab M10 Tablet,Xiaomi Redmi Note 11 Smartphone,A1,R3,A1,R1,True,False,"⚠ Same aisle, different racks: Consider moving Lenovo Tab M10 Tablet closer to Xiaomi Redmi Note 11 Smartphone",0.9162527644623892,0.2770137524557957,Low
Samsung Galaxy A52 Smartphone,Xiaomi Redmi Note 11 Smartphone,A1,R1,A1,R1,True,True,✓ Already together: Samsung Galaxy A52 Smartphone and Xiaomi Redmi Note 11 Smartphone on same rack,0.9162527644623892,0.2770137524557957,Low
Xiaomi Redmi Note 11 Smartphone,Samsung Galaxy A52 Smartphone,A1,R1,A1,R1,True,True,✓ Already together: Xiaomi Redmi Note 11 Smartphone and Samsung Galaxy A52 Smartphone on same rack,0.9162527644623892,0.07772877618522601,Low
HP Pavilion 15 Laptop,Lenovo Tab M10 Tablet,A2,R2,A1,R3,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Lenovo Tab M10 Tablet,0.9159254094597988,0.26806083650190116,Low
Amazfit Bip U Pro Smartwatch,Lenovo Tab M10 Tablet,A4,R6,A1,R3,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Lenovo Tab M10 Tablet,0.9159254094597988,0.26806083650190116,Low
Lenovo Tab M10 Tablet,HP Pavilion 15 Laptop,A1,R3,A2,R2,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near HP Pavilion 15 Laptop,0.9159254094597987,0.08029612756264236,Low
Lenovo Tab M10 Tablet,Amazfit Bip U Pro Smartwatch,A1,R3,A4,R6,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near Amazfit Bip U Pro Smartwatch,0.9159254094597987,0.08029612756264236,Low
JBL C200 Bass Earphones,Dell Inspiron 3501 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Dell Inspiron 3501 Laptop,0.9157509157509158,0.26785714285714285,Low
Xiaomi Redmi Note 11 Smartphone,Dell Inspiron 3501 Laptop,A1,R1,A2,R2,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Dell Inspiron 3501 Laptop,0.9157509157509158,0.26785714285714285,Low
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,A4,R6,A2,R2,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Dell Inspiron 3501 Laptop,0.9157509157509158,0.26785714285714285,Low
Dell Inspiron 3501 Laptop,Xiaomi Redmi Note 11 Smartphone,A2,R2,A1,R1,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Xiaomi Redmi Note 11 Smartphone,0.9157425715509309,0.2768595041322314,Low
HP Pavilion 15 Laptop,Xiaomi Redmi Note 11 Smartphone,A2,R2,A1,R1,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Xiaomi Redmi Note 11 Smartphone,0.9157425715509309,0.2768595041322314,Low
Xiaomi Redmi Note 11 Smartphone,HP Pavilion 15 Laptop,A1,R1,A2,R2,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near HP Pavilion 15 Laptop,0.9157425715509308,0.07386990077177508,Low
Xiaomi Redmi Note 11 Smartphone,Dell Inspiron 3501 Laptop,A1,R1,A2,R2,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Dell Inspiron 3501 Laptop,0.9157425715509308,0.07386990077177508,Low
JBL C200 Bass Earphones,Samsung Galaxy A52 Smartphone,A3,R4,A1,R1,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Samsung Galaxy A52 Smartphone,0.9155571470425471,0.26978417266187055,Low
Lenovo Tab M10 Tablet,Samsung Galaxy A52 Smartphone,A1,R3,A1,R1,True,False,"⚠ Same aisle, different racks: Consider moving Lenovo Tab M10 Tablet closer to Samsung Galaxy A52 Smartphone",0.9155571470425471,0.26978417266187055,Low
Samsung Galaxy A52 Smartphone,JBL C200 Bass Earphones,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near JBL C200 Bass Earphones,0.9155571470425471,0.08484162895927602,Low
Samsung Galaxy A52 Smartphone,Lenovo Tab M10 Tablet,A1,R1,A1,R3,True,False,"⚠ Same aisle, different racks: Consider moving Samsung Galaxy A52 Smartphone closer to Lenovo Tab M10 Tablet",0.9155571470425471,0.08484162895927602,Low
Boat Stone 200 Bluetooth Speaker,Xiaomi Redmi Note 11 Smartphone,A4,R7,A1,R1,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Xiaomi Redmi Note 11 Smartphone,0.915317362623489,0.08100558659217877,Low
Boat Stone 200 Bluetooth Speaker,Samsung Galaxy A52 Smartphone,A4,R7,A1,R1,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Samsung Galaxy A52 Smartphone,0.915317362623489,0.08100558659217877,Low
Samsung Galaxy A52 Smartphone,Boat Stone 200 Bluetooth Speaker,A1,R1,A4,R7,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Boat Stone 200 Bluetooth Speaker,0.915317362623489,0.2730696798493409,Low
Xiaomi Redmi Note 11 Smartphone,Boat Stone 200 Bluetooth Speaker,A1,R1,A4,R7,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Boat Stone 200 Bluetooth Speaker,0.915317362623489,0.2730696798493409,Low
Amazfit Bip U Pro Smartwatch,Lenovo Tab M10 Tablet,A4,R6,A1,R3,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Lenovo Tab M10 Tablet,0.9152294175073218,0.26785714285714285,Low
Xiaomi Redmi Note 11 Smartphone,Lenovo Tab M10 Tablet,A1,R1,A1,R3,True,False,"⚠ Same aisle, different racks: Consider moving Xiaomi Redmi Note 11 Smartphone closer to Lenovo Tab M10 Tablet",0.9152294175073218,0.26785714285714285,Low
JBL C200 Bass Earphones,Lenovo Tab M10 Tablet,A3,R4,A1,R3,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Lenovo Tab M10 Tablet,0.9152294175073218,0.26785714285714285,Low
Samsung Galaxy A52 Smartphone,Mi Fast Charger 20W,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Mi Fast Charger 20W,0.9151456606843257,0.08144796380090498,Low
Samsung Galaxy A52 Smartphone,Amazfit Bip U Pro Smartwatch,A1,R1,A4,R6,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Amazfit Bip U Pro Smartwatch,0.9151456606843257,0.08144796380090498,Low
Mi Fast Charger 20W,Samsung Galaxy A52 Smartphone,A3,R4,A1,R1,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near Samsung Galaxy A52 Smartphone,0.9151456606843255,0.2696629213483146,Low
Amazfit Bip U Pro Smartwatch,Samsung Galaxy A52 Smartphone,A4,R6,A1,R1,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Samsung Galaxy A52 Smartphone,0.9151456606843255,0.2696629213483146,Low
Mi Fast Charger 20W,Anker PowerCore 10K Powerbank,A3,R4,A3,R5,True,False,"⚠ Same aisle, different racks: Consider moving Mi Fast Charger 20W closer to Anker PowerCore 10K Powerbank",0.9148713267708778,0.08081363386476087,Low
Mi Fast Charger 20W,Xiaomi Redmi Note 11 Smartphone,A3,R4,A1,R1,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near Xiaomi Redmi Note 11 Smartphone,0.9148713267708778,0.08081363386476087,Low
Anker PowerCore 10K Powerbank,Mi Fast Charger 20W,A3,R5,A3,R4,True,False,"⚠ Same aisle, different racks: Consider moving Anker PowerCore 10K Powerbank closer to Mi Fast Charger 20W",0.9148713267708777,0.27735849056603773,Low
Xiaomi Redmi Note 11 Smartphone,Mi Fast Charger 20W,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Mi Fast Charger 20W,0.9148713267708777,0.27735849056603773,Low
Boat Stone 200 Bluetooth Speaker,Anker PowerCore 10K Powerbank,A4,R7,A3,R5,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Anker PowerCore 10K Powerbank,0.9148249795368097,0.2753623188405797,Low
Lenovo Tab M10 Tablet,Anker PowerCore 10K Powerbank,A1,R3,A3,R5,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near Anker PowerCore 10K Powerbank,0.9148249795368097,0.2753623188405797,Low
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,A4,R6,A3,R5,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Anker PowerCore 10K Powerbank,0.9148249795368097,0.2753623188405797,Low
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,A3,R5,A4,R7,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Boat Stone 200 Bluetooth Speaker,0.914169629253428,0.2727272727272727,Low
Samsung Galaxy A52 Smartphone,Boat Stone 200 Bluetooth Speaker,A1,R1,A4,R7,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Boat Stone 200 Bluetooth Speaker,0.914169629253428,0.2727272727272727,Low
Lenovo Tab M10 Tablet,Boat Stone 200 Bluetooth Speaker,A1,R3,A4,R7,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near Boat Stone 200 Bluetooth Speaker,0.914169629253428,0.2727272727272727,Low
Anker PowerCore 10K Powerbank,HP Pavilion 15 Laptop,A3,R5,A2,R2,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near HP Pavilion 15 Laptop,0.9139815119178378,0.2697768762677485,Low
Mi Fast Charger 20W,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near HP Pavilion 15 Laptop,0.9139815119178378,0.2697768762677485,Low
HP Pavilion 15 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Mi Fast Charger 20W,0.9139815119178378,0.07509881422924901,Low
HP Pavilion 15 Laptop,Anker PowerCore 10K Powerbank,A2,R2,A3,R5,False,False,❗ Different aisles: Consider relocating HP Pavilion 15 Laptop near Anker PowerCore 10K Powerbank,0.9139815119178378,0.07509881422924901,Low
Samsung Galaxy A52 Smartphone,Mi Fast Charger 20W,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Mi Fast Charger 20W,0.9137779890940969,0.27702702702702703,Low
Xiaomi Redmi Note 11 Smartphone,Mi Fast Charger 20W,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Mi Fast Charger 20W,0.9137779890940969,0.27702702702702703,Low
Amazfit Bip U Pro Smartwatch,Mi Fast Charger 20W,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Mi Fast Charger 20W,0.9137779890940969,0.27702702702702703,Low
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near JBL C200 Bass Earphones,0.9136079499919857,0.2794117647058823,Low
Mi Fast Charger 20W,JBL C200 Bass Earphones,A3,R4,A3,R4,True,True,✓ Already together: Mi Fast Charger 20W and JBL C200 Bass Earphones on same rack,0.9136079499919857,0.2794117647058823,Low
Anker PowerCore 10K Powerbank,JBL C200 Bass Earphones,A3,R5,A3,R4,True,False,"⚠ Same aisle, different racks: Consider moving Anker PowerCore 10K Powerbank closer to JBL C200 Bass Earphones",0.9136079499919857,0.2794117647058823,Low
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,A3,R5,A4,R7,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Boat Stone 200 Bluetooth Speaker,0.9135847478527542,0.272552783109405,Low
Lenovo Tab M10 Tablet,Boat Stone 200 Bluetooth Speaker,A1,R3,A4,R7,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near Boat Stone 200 Bluetooth Speaker,0.9135847478527542,0.272552783109405,Low
Boat Stone 200 Bluetooth Speaker,Anker PowerCore 10K Powerbank,A4,R7,A3,R5,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Anker PowerCore 10K Powerbank,0.9135847478527541,0.07932960893854749,Low
Boat Stone 200 Bluetooth Speaker,Lenovo Tab M10 Tablet,A4,R7,A1,R3,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Lenovo Tab M10 Tablet,0.9135847478527541,0.07932960893854749,Low
Lenovo Tab M10 Tablet,Amazfit Bip U Pro Smartwatch,A1,R3,A4,R6,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near Amazfit Bip U Pro Smartwatch,0.9135280453109912,0.2713178294573644,Low
Mi Fast Charger 20W,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating Mi Fast Charger 20W near Amazfit Bip U Pro Smartwatch,0.9135280453109912,0.2713178294573644,Low
Boat Stone 200 Bluetooth Speaker,Amazfit Bip U Pro Smartwatch,A4,R7,A4,R6,True,False,"⚠ Same aisle, different racks: Consider moving Boat Stone 200 Bluetooth Speaker closer to Amazfit Bip U Pro Smartwatch",0.9135280453109912,0.2713178294573644,Low
Dell Inspiron 3501 Laptop,HP Pavilion 15 Laptop,A2,R2,A2,R2,True,True,✓ Already together: Dell Inspiron 3501 Laptop and HP Pavilion 15 Laptop on same rack,0.9130539251021179,0.07578347578347579,Low
Dell Inspiron 3501 Laptop,Lenovo Tab M10 Tablet,A2,R2,A1,R3,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Lenovo Tab M10 Tablet,0.9130539251021179,0.07578347578347579,Low
Lenovo Tab M10 Tablet,Dell Inspiron 3501 Laptop,A1,R3,A2,R2,False,False,❗ Different aisles: Consider relocating Lenovo Tab M10 Tablet near Dell Inspiron 3501 Laptop,0.9130539251021179,0.26706827309236947,Low
HP Pavilion 15 Laptop,Dell Inspiron 3501 Laptop,A2,R2,A2,R2,True,True,✓ Already together: HP Pavilion 15 Laptop and Dell Inspiron 3501 Laptop on same rack,0.9130539251021179,0.26706827309236947,Low
Boat Stone 200 Bluetooth Speaker,Dell Inspiron 3501 Laptop,A4,R7,A2,R2,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Dell Inspiron 3501 Laptop,0.9129759129759132,0.2670454545454546,Low
Samsung Galaxy A52 Smartphone,Dell Inspiron 3501 Laptop,A1,R1,A2,R2,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Dell Inspiron 3501 Laptop,0.9129759129759132,0.2670454545454546,Low
Dell Inspiron 3501 Laptop,Samsung Galaxy A52 Smartphone,A2,R2,A1,R1,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Samsung Galaxy A52 Smartphone,0.9129759129759131,0.08034188034188035,Low
Dell Inspiron 3501 Laptop,Boat Stone 200 Bluetooth Speaker,A2,R2,A4,R7,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Boat Stone 200 Bluetooth Speaker,0.9129759129759131,0.08034188034188035,Low
Boat Stone 200 Bluetooth Speaker,JBL C200 Bass Earphones,A4,R7,A3,R4,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near JBL C200 Bass Earphones,0.9129414303828204,0.27920792079207923,Low
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near JBL C200 Bass Earphones,0.9129414303828204,0.27920792079207923,Low
JBL C200 Bass Earphones,Boat Stone 200 Bluetooth Speaker,A3,R4,A4,R7,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Boat Stone 200 Bluetooth Speaker,0.9129414303828203,0.0768392370572207,Low
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Amazfit Bip U Pro Smartwatch,0.9129414303828203,0.0768392370572207,Low
Dell Inspiron 3501 Laptop,Mi Fast Charger 20W,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Mi Fast Charger 20W,0.9127967886149346,0.27672955974842767,Low
Xiaomi Redmi Note 11 Smartphone,Mi Fast Charger 20W,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Xiaomi Redmi Note 11 Smartphone near Mi Fast Charger 20W,0.9127967886149346,0.27672955974842767,Low
Amazfit Bip U Pro Smartwatch,Mi Fast Charger 20W,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Mi Fast Charger 20W,0.9127967886149346,0.27672955974842767,Low
Amazfit Bip U Pro Smartwatch,HP Pavilion 15 Laptop,A4,R6,A2,R2,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near HP Pavilion 15 Laptop,0.9121313469139557,0.2692307692307693,Low
Anker PowerCore 10K Powerbank,HP Pavilion 15 Laptop,A3,R5,A2,R2,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near HP Pavilion 15 Laptop,0.9121313469139557,0.2692307692307693,Low
JBL C200 Bass Earphones,HP Pavilion 15 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near HP Pavilion 15 Laptop,0.9121313469139557,0.2692307692307693,Low
JBL C200 Bass Earphones,Amazfit Bip U Pro Smartwatch,A3,R4,A4,R6,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Amazfit Bip U Pro Smartwatch,0.9118967452300786,0.2708333333333333,Low
Anker PowerCore 10K Powerbank,Amazfit Bip U Pro Smartwatch,A3,R5,A4,R6,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Amazfit Bip U Pro Smartwatch,0.9118967452300786,0.2708333333333333,Low
Amazfit Bip U Pro Smartwatch,Anker PowerCore 10K Powerbank,A4,R6,A3,R5,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Anker PowerCore 10K Powerbank,0.9118967452300786,0.08754208754208755,Low
Amazfit Bip U Pro Smartwatch,JBL C200 Bass Earphones,A4,R6,A3,R4,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near JBL C200 Bass Earphones,0.9118967452300786,0.08754208754208755,Low
Anker PowerCore 10K Powerbank,Boat Stone 200 Bluetooth Speaker,A3,R5,A4,R7,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Boat Stone 200 Bluetooth Speaker,0.9114583333333334,0.07291666666666667,Low
Anker PowerCore 10K Powerbank,Dell Inspiron 3501 Laptop,A3,R5,A2,R2,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Dell Inspiron 3501 Laptop,0.9114583333333334,0.07291666666666667,Low
JBL C200 Bass Earphones,Boat Stone 200 Bluetooth Speaker,A3,R4,A4,R7,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Boat Stone 200 Bluetooth Speaker,0.9114583333333334,0.07291666666666667,Low
JBL C200 Bass Earphones,Dell Inspiron 3501 Laptop,A3,R4,A2,R2,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Dell Inspiron 3501 Laptop,0.9114583333333334,0.07291666666666667,Low
Boat Stone 200 Bluetooth Speaker,JBL C200 Bass Earphones,A4,R7,A3,R4,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near JBL C200 Bass Earphones,0.9114583333333333,0.0875,Low
Boat Stone 200 Bluetooth Speaker,Anker PowerCore 10K Powerbank,A4,R7,A3,R5,False,False,❗ Different aisles: Consider relocating Boat Stone 200 Bluetooth Speaker near Anker PowerCore 10K Powerbank,0.9114583333333333,0.0875,Low
Dell Inspiron 3501 Laptop,Anker PowerCore 10K Powerbank,A2,R2,A3,R5,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Anker PowerCore 10K Powerbank,0.9114583333333333,0.0875,Low
Dell Inspiron 3501 Laptop,JBL C200 Bass Earphones,A2,R2,A3,R4,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near JBL C200 Bass Earphones,0.9114583333333333,0.0875,Low
HP Pavilion 15 Laptop,Dell Inspiron 3501 Laptop,A2,R2,A2,R2,True,True,✓ Already together: HP Pavilion 15 Laptop and Dell Inspiron 3501 Laptop on same rack,0.9102009102009102,0.2662337662337662,Low
Anker PowerCore 10K Powerbank,Dell Inspiron 3501 Laptop,A3,R5,A2,R2,False,False,❗ Different aisles: Consider relocating Anker PowerCore 10K Powerbank near Dell Inspiron 3501 Laptop,0.9102009102009102,0.2662337662337662,Low
Amazfit Bip U Pro Smartwatch,Dell Inspiron 3501 Laptop,A4,R6,A2,R2,False,False,❗ Different aisles: Consider relocating Amazfit Bip U Pro Smartwatch near Dell Inspiron 3501 Laptop,0.9102009102009102,0.2662337662337662,Low
Samsung Galaxy A52 Smartphone,JBL C200 Bass Earphones,A1,R1,A3,R4,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near JBL C200 Bass Earphones,0.9100331150939104,0.08144796380090498,Low
Samsung Galaxy A52 Smartphone,Dell Inspiron 3501 Laptop,A1,R1,A2,R2,False,False,❗ Different aisles: Consider relocating Samsung Galaxy A52 Smartphone near Dell Inspiron 3501 Laptop,0.9100331150939104,0.08144796380090498,Low
JBL C200 Bass Earphones,Samsung Galaxy A52 Smartphone,A3,R4,A1,R1,False,False,❗ Different aisles: Consider relocating JBL C200 Bass Earphones near Samsung Galaxy A52 Smartphone,0.9100331150939103,0.2681564245810056,Low
Dell Inspiron 3501 Laptop,Samsung Galaxy A52 Smartphone,A2,R2,A1,R1,False,False,❗ Different aisles: Consider relocating Dell Inspiron 3501 Laptop near Samsung Galaxy A52 Smartphone,0.9100331150939103,0.2681564245810056,Low
