date,store_id,product_id,category,rack_location,quantity_sold,unit_price_npr,discount_percent,customer_traffic,inventory_level,rainfall_mm,temperature,petrol_price,revenue_npr,cost_npr,profit_npr,is_dashain,is_tihar,is_holi,is_eid,is_lhosar,holiday_name,is_holiday,nepali_month,day_of_week,day,month,year,weekofyear,is_salary_week,festival_season
2024-03-21,8,1070,Laptop,R2-B,9,12559.3,10,431,474,23.62,28.6,183.57,101730.33,79123.59,22606.74,0,0,0,0,0,,0,Ashadh,Thursday,21,3,2024,12,0,0
2024-05-12,8,1053,Router,R3-A,3,28438.74,5,68,28,32.03,9.3,190.41,81050.41,59721.35,21329.06,0,0,0,0,0,,0,Bhadra,Sunday,12,5,2024,19,0,0
2024-10-11,15,1077,Router,R3-A,2,47895.69,0,61,298,18.63,29.6,193.38,95791.38,67053.97,28737.41,0,0,0,0,0,,0,Magh,Friday,11,10,2024,41,0,0
2024-05-17,7,1074,Smartwatch,R1-B,7,87061.08,10,426,224,7.63,8.2,164.04,548484.8,426599.29,121885.51,0,0,0,0,0,,0,Bhadra,Friday,17,5,2024,20,0,0
2024-07-02,11,1070,Smartphone,R1-A,3,143537.77,20,158,172,10.11,19.4,178.13,344490.65,301429.32,43061.33,0,0,0,0,0,,0,Kartik,Tuesday,2,7,2024,27,1,0
2024-11-25,7,1028,Smartphone,R1-A,1,28272.35,0,410,243,3.9,16.5,174.44,28272.35,19790.64,8481.71,0,0,0,0,0,,0,Falgun,Monday,25,11,2024,48,0,0
2024-09-29,4,1073,Headphone,R3-C,3,148115.8,10,116,320,3.45,23.0,176.5,399912.66,311043.18,88869.48,0,0,0,0,0,,0,Poush,Sunday,29,9,2024,39,0,0
2024-12-05,12,1092,Television,R4-D,6,171302.02,15,327,130,7.4,20.6,156.89,873640.3,719468.48,154171.82,0,0,0,0,0,,0,Chaitra,Thursday,5,12,2024,49,1,0
2024-03-09,6,1072,Television,R4-D,3,130992.8,5,68,351,20.19,23.0,191.56,373329.48,275084.88,98244.6,0,0,0,0,0,,0,Ashadh,Saturday,9,3,2024,10,0,0
2024-02-03,14,1099,Television,R4-D,5,10657.69,0,267,19,1.64,5.0,193.19,53288.45,37301.92,15986.53,0,0,0,0,0,,0,Jestha,Saturday,3,2,2024,5,1,0
2024-09-18,12,1047,Router,R3-A,9,89249.43,20,457,80,0.02,8.8,182.4,642595.9,562271.41,80324.49,0,0,0,0,0,,0,Poush,Wednesday,18,9,2024,38,0,0
2024-02-22,11,1073,Router,R3-A,7,132693.07,0,290,292,1.64,20.5,165.33,928851.49,650196.04,278655.45,0,0,0,0,0,,0,Jestha,Thursday,22,2,2024,8,0,0
2024-07-23,19,1082,Laptop,R2-B,2,195745.6,5,434,293,16.75,11.9,186.49,371916.64,274043.84,97872.8,0,0,0,0,0,,0,Kartik,Tuesday,23,7,2024,30,0,0
2024-05-05,5,1055,Router,R3-A,1,190458.06,5,28,496,12.09,7.3,184.23,180935.16,133320.64,47614.52,0,0,0,0,0,,0,Bhadra,Sunday,5,5,2024,18,1,0
2024-08-22,14,1094,Router,R3-A,7,80349.22,10,175,457,36.79,11.5,177.98,506200.09,393711.18,112488.91,0,0,0,0,0,,0,Mangsir,Thursday,22,8,2024,34,0,0
2024-02-12,16,1016,Smartphone,R1-A,4,123954.35,20,34,234,8.1,28.4,161.81,396653.92,347072.18,49581.74,0,0,0,0,0,,0,Jestha,Monday,12,2,2024,7,0,0
2024-08-27,13,1008,Laptop,R2-B,7,178381.4,10,432,300,3.76,21.3,163.05,1123802.82,874068.86,249733.96,0,0,0,0,0,,0,Mangsir,Tuesday,27,8,2024,35,0,0
2024-04-20,4,1096,Smartphone,R1-A,6,166547.16,20,13,220,5.42,10.7,178.58,799426.37,699498.07,99928.3,0,0,0,0,0,,0,Shrawan,Saturday,20,4,2024,16,0,0
2024-09-05,11,1033,Headphone,R3-C,7,96925.52,0,12,169,14.48,5.5,160.15,678478.64,474935.05,203543.59,0,0,0,0,0,,0,Poush,Thursday,5,9,2024,36,1,0
2024-05-30,17,1044,Headphone,R3-C,4,53725.78,0,427,45,1.33,15.7,183.96,214903.12,150432.18,64470.94,0,0,0,0,0,,0,Bhadra,Thursday,30,5,2024,22,0,0
2024-07-01,7,1087,Laptop,R2-B,3,29145.79,10,371,59,0.3,15.7,163.5,78693.63,61206.16,17487.47,0,0,0,0,0,,0,Kartik,Monday,1,7,2024,27,1,0
2024-12-01,14,1008,Laptop,R2-B,5,98620.07,15,403,95,26.65,27.1,191.42,419135.3,345170.24,73965.06,0,0,0,0,0,,0,Chaitra,Sunday,1,12,2024,48,1,0
2024-04-04,11,1006,Router,R3-A,3,145123.48,5,378,268,40.43,32.6,190.99,413601.92,304759.31,108842.61,0,0,0,0,0,,0,Shrawan,Thursday,4,4,2024,14,1,0
2024-01-08,9,1015,Headphone,R3-C,3,194014.4,10,36,30,6.53,16.2,166.74,523838.88,407430.24,116408.64,0,0,0,0,0,,0,Baisakh,Monday,8,1,2024,2,0,0
2024-12-25,13,1018,Smartwatch,R1-B,4,172639.35,10,377,379,11.5,25.6,158.34,621501.66,483390.18,138111.48,0,0,0,0,0,,0,Chaitra,Wednesday,25,12,2024,52,0,0
2024-07-02,18,1005,Television,R4-D,8,42439.71,0,355,323,3.1,24.0,179.46,339517.68,237662.38,101855.3,0,0,0,0,0,,0,Kartik,Tuesday,2,7,2024,27,1,0
2024-10-07,11,1010,Router,R3-A,2,144516.07,5,228,115,32.86,17.7,172.94,274580.53,202322.5,72258.03,0,0,0,0,0,,0,Magh,Monday,7,10,2024,41,1,0
2024-07-13,15,1075,Television,R4-D,4,59242.05,10,394,61,8.65,7.0,160.75,213271.38,165877.74,47393.64,0,0,0,0,0,,0,Kartik,Saturday,13,7,2024,28,0,0
2024-12-17,19,1060,Headphone,R3-C,3,137327.57,0,53,432,3.12,19.2,176.26,411982.71,288387.9,123594.81,0,0,0,0,0,,0,Chaitra,Tuesday,17,12,2024,51,0,0
2024-07-13,1,1041,Television,R4-D,7,133829.48,0,221,145,15.95,15.6,194.71,936806.36,655764.45,281041.91,0,0,0,0,0,,0,Kartik,Saturday,13,7,2024,28,0,0
2024-06-03,4,1012,Smartwatch,R1-B,2,55941.26,10,61,330,10.68,21.5,157.76,100694.27,78317.76,22376.51,0,0,0,0,0,,0,Ashwin,Monday,3,6,2024,23,1,0
2024-04-02,14,1011,Smartwatch,R1-B,1,48408.95,10,162,361,40.75,8.8,165.56,43568.06,33886.26,9681.8,0,0,0,0,0,,0,Shrawan,Tuesday,2,4,2024,14,1,0
2024-06-08,14,1084,Smartphone,R1-A,1,22579.68,0,211,52,46.17,26.7,176.54,22579.68,15805.78,6773.9,0,0,0,0,0,,0,Ashwin,Saturday,8,6,2024,23,0,0
2024-03-01,3,1073,Laptop,R2-B,6,12006.85,10,330,401,31.64,28.6,186.73,64836.99,50428.77,14408.22,0,0,0,0,0,,0,Ashadh,Friday,1,3,2024,9,1,0
2024-05-01,17,1019,Television,R4-D,3,171973.31,5,473,50,14.07,16.7,155.75,490123.93,361143.95,128979.98,0,0,0,0,0,,0,Bhadra,Wednesday,1,5,2024,18,1,0
2024-02-20,3,1049,Smartwatch,R1-B,7,11870.18,0,20,168,1.55,10.3,184.31,83091.26,58163.88,24927.38,0,0,0,0,0,,0,Jestha,Tuesday,20,2,2024,8,0,0
2024-10-03,16,1035,Laptop,R2-B,8,19570.75,0,77,356,1.84,23.7,160.6,156566.0,109596.2,46969.8,0,0,0,0,0,,0,Magh,Thursday,3,10,2024,40,1,0
2024-01-05,14,1091,Laptop,R2-B,5,49292.7,10,236,480,12.0,33.7,188.23,221817.15,172524.45,49292.7,0,0,0,0,0,,0,Baisakh,Friday,5,1,2024,1,1,0
2024-04-01,13,1087,Smartphone,R1-A,5,177756.35,10,130,356,8.23,26.0,182.69,799903.58,622147.22,177756.36,0,0,0,0,0,,0,Shrawan,Monday,1,4,2024,14,1,0
2024-06-18,15,1068,Laptop,R2-B,2,67922.19,10,342,194,19.46,8.7,173.26,122259.94,95091.07,27168.87,0,0,0,0,0,,0,Ashwin,Tuesday,18,6,2024,25,0,0
2024-11-12,14,1036,Laptop,R2-B,8,39976.31,5,478,448,12.91,16.9,187.86,303819.96,223867.34,79952.62,0,0,0,0,0,,0,Falgun,Tuesday,12,11,2024,46,0,0
2024-01-22,19,1011,Router,R3-A,1,143679.99,0,24,82,10.17,32.5,184.32,143679.99,100575.99,43104.0,0,0,0,0,0,,0,Baisakh,Monday,22,1,2024,4,0,0
2024-11-21,6,1098,Headphone,R3-C,9,65175.81,15,66,378,12.27,24.0,185.37,498594.95,410607.6,87987.35,0,0,0,0,0,,0,Falgun,Thursday,21,11,2024,47,0,0
2024-01-01,10,1039,Smartphone,R1-A,1,68006.59,5,339,133,3.17,9.4,166.6,64606.26,47604.61,17001.65,0,0,0,0,0,,0,Baisakh,Monday,1,1,2024,1,1,0
2024-05-12,15,1053,Smartphone,R1-A,1,148317.37,5,73,457,6.22,26.7,179.78,140901.5,103822.16,37079.34,0,0,0,0,0,,0,Bhadra,Sunday,12,5,2024,19,0,0
2024-08-20,6,1001,Television,R4-D,1,51827.26,0,239,420,23.18,15.6,160.64,51827.26,36279.08,15548.18,0,0,0,0,0,,0,Mangsir,Tuesday,20,8,2024,34,0,0
2024-01-12,10,1049,Laptop,R2-B,7,179558.49,15,20,267,5.15,19.7,187.83,1068373.02,879836.6,188536.42,0,0,0,0,0,,0,Baisakh,Friday,12,1,2024,2,0,0
2024-12-11,7,1040,Television,R4-D,4,113161.49,0,130,491,18.02,17.5,176.07,452645.96,316852.17,135793.79,0,0,0,0,0,,0,Chaitra,Wednesday,11,12,2024,50,0,0
2024-02-15,17,1044,Router,R3-A,7,108490.68,5,233,80,3.34,26.8,188.0,721463.02,531604.33,189858.69,0,0,0,0,0,,0,Jestha,Thursday,15,2,2024,7,0,0
2024-02-03,18,1008,Smartwatch,R1-B,5,54420.94,10,234,218,24.74,11.5,163.45,244894.23,190473.29,54420.94,0,0,0,0,0,,0,Jestha,Saturday,3,2,2024,5,1,0
2024-03-18,17,1061,Laptop,R2-B,7,167348.68,0,134,1,19.16,16.7,160.21,1171440.76,820008.53,351432.23,0,0,0,0,0,,0,Ashadh,Monday,18,3,2024,12,0,0
2024-08-05,9,1085,Smartwatch,R1-B,7,115404.41,0,157,308,0.5,27.3,182.56,807830.87,565481.61,242349.26,0,0,0,0,0,,0,Mangsir,Monday,5,8,2024,32,1,0
2024-10-27,10,1046,Headphone,R3-C,4,32792.28,10,237,408,2.95,26.1,157.34,118052.21,91818.38,26233.83,0,0,0,0,0,,0,Magh,Sunday,27,10,2024,43,0,0
2024-03-13,10,1004,Router,R3-A,2,42847.05,15,39,250,9.2,11.1,164.76,72839.98,59985.87,12854.11,0,0,0,0,0,,0,Ashadh,Wednesday,13,3,2024,11,0,0
2024-10-08,7,1075,Laptop,R2-B,8,94714.67,15,19,493,0.75,15.5,191.35,644059.76,530402.15,113657.61,0,0,0,0,0,,0,Magh,Tuesday,8,10,2024,41,0,0
2024-09-05,16,1000,Television,R4-D,2,156369.08,0,63,235,12.32,5.4,160.31,312738.16,218916.71,93821.45,0,0,0,0,0,,0,Poush,Thursday,5,9,2024,36,1,0
2024-02-16,18,1043,Television,R4-D,9,187980.46,10,195,155,9.33,20.9,170.02,1522641.73,1184276.9,338364.83,0,0,0,0,0,,0,Jestha,Friday,16,2,2024,7,0,0
2024-04-30,6,1021,Laptop,R2-B,5,133372.73,0,216,428,1.54,13.4,192.82,666863.65,466804.56,200059.09,0,0,0,0,0,,0,Shrawan,Tuesday,30,4,2024,18,0,0
2024-08-01,1,1037,Television,R4-D,9,102216.36,10,264,36,0.89,5.4,155.8,827952.52,643963.07,183989.45,0,0,0,0,0,,0,Mangsir,Thursday,1,8,2024,31,1,0
2024-08-26,1,1018,Laptop,R2-B,9,51644.93,5,166,228,40.81,17.7,172.81,441564.15,325363.06,116201.09,0,0,0,0,0,,0,Mangsir,Monday,26,8,2024,35,0,0
2024-02-25,12,1079,Smartphone,R1-A,8,135227.86,10,138,144,11.26,32.8,186.46,973640.59,757276.02,216364.57,0,0,0,0,0,,0,Jestha,Sunday,25,2,2024,8,0,0
2024-12-15,2,1030,Television,R4-D,8,196483.47,0,67,324,21.89,32.7,191.36,1571867.76,1100307.43,471560.33,0,0,0,0,0,,0,Chaitra,Sunday,15,12,2024,50,0,0
2024-04-16,4,1066,Laptop,R2-B,4,96292.05,20,414,55,41.83,16.2,184.42,308134.56,269617.74,38516.82,0,0,0,0,0,,0,Shrawan,Tuesday,16,4,2024,16,0,0
2024-11-14,17,1086,Laptop,R2-B,4,34104.09,15,408,120,10.03,18.5,190.54,115953.91,95491.45,20462.46,0,0,0,0,0,,0,Falgun,Thursday,14,11,2024,46,0,0
2024-02-17,4,1041,Television,R4-D,2,22461.44,0,204,313,0.41,12.3,156.37,44922.88,31446.02,13476.86,0,0,0,0,0,,0,Jestha,Saturday,17,2,2024,7,0,0
2024-03-01,11,1081,Smartphone,R1-A,4,55312.72,10,426,210,14.74,7.0,159.0,199125.79,154875.62,44250.17,0,0,0,0,0,,0,Ashadh,Friday,1,3,2024,9,1,0
2024-12-02,4,1025,Television,R4-D,4,114749.52,10,431,259,19.66,25.8,184.51,413098.27,321298.66,91799.61,0,0,0,0,0,,0,Chaitra,Monday,2,12,2024,49,1,0
2024-01-26,1,1012,Laptop,R2-B,6,189467.45,15,412,102,38.16,29.0,185.13,966284.0,795763.29,170520.71,0,0,0,0,0,,0,Baisakh,Friday,26,1,2024,4,0,0
2024-10-18,7,1057,Smartphone,R1-A,3,61234.69,0,397,438,22.69,31.4,179.21,183704.07,128592.85,55111.22,0,0,0,0,0,,0,Magh,Friday,18,10,2024,42,0,0
2024-09-13,18,1017,Smartwatch,R1-B,2,62467.45,20,85,304,14.15,33.1,184.21,99947.92,87454.43,12493.49,0,0,0,0,0,,0,Poush,Friday,13,9,2024,37,0,0
2024-01-08,9,1066,Headphone,R3-C,8,97273.57,5,98,234,0.34,32.5,189.32,739279.13,544731.99,194547.14,0,0,0,0,0,,0,Baisakh,Monday,8,1,2024,2,0,0
2024-04-22,3,1086,Television,R4-D,2,183871.38,20,363,37,0.17,5.8,176.82,294194.21,257419.93,36774.28,0,0,0,0,0,,0,Shrawan,Monday,22,4,2024,17,0,0
2024-12-20,8,1002,Router,R3-A,8,84972.9,5,90,300,15.01,34.3,192.89,645794.04,475848.24,169945.8,0,0,0,0,0,,0,Chaitra,Friday,20,12,2024,51,0,0
2024-09-09,19,1054,Laptop,R2-B,7,46199.42,5,195,107,14.91,16.4,182.77,307226.14,226377.16,80848.98,0,0,0,0,0,,0,Poush,Monday,9,9,2024,37,0,0
2024-06-28,4,1088,Smartphone,R1-A,3,34299.92,0,335,413,7.04,31.6,173.88,102899.76,72029.83,30869.93,0,0,0,0,0,,0,Ashwin,Friday,28,6,2024,26,0,0
2024-07-25,18,1090,Smartphone,R1-A,6,92489.04,5,277,223,0.26,18.2,171.86,527187.53,388453.97,138733.56,0,0,0,0,0,,0,Kartik,Thursday,25,7,2024,30,0,0
2024-10-29,11,1057,Smartwatch,R1-B,6,160534.13,10,392,292,17.2,17.7,185.01,866884.3,674243.35,192640.95,0,0,0,0,0,,0,Magh,Tuesday,29,10,2024,44,0,0
2024-05-06,14,1062,Television,R4-D,5,59687.78,5,88,183,13.71,5.3,180.22,283516.96,208907.23,74609.73,0,0,0,0,0,,0,Bhadra,Monday,6,5,2024,19,1,0
2024-02-25,18,1090,Router,R3-A,8,103479.48,5,154,154,23.63,6.6,187.7,786444.05,579485.09,206958.96,0,0,0,0,0,,0,Jestha,Sunday,25,2,2024,8,0,0
2024-08-01,16,1051,Smartphone,R1-A,5,121395.64,15,138,31,27.25,25.1,186.24,515931.47,424884.74,91046.73,0,0,0,0,0,,0,Mangsir,Thursday,1,8,2024,31,1,0
2024-01-14,3,1088,Smartwatch,R1-B,7,91193.14,15,23,233,19.75,33.1,175.97,542599.18,446846.39,95752.79,0,0,0,0,0,,0,Baisakh,Sunday,14,1,2024,2,0,0
2024-01-28,15,1023,Laptop,R2-B,6,39954.67,0,128,394,16.89,11.7,192.83,239728.02,167809.61,71918.41,0,0,0,0,0,,0,Baisakh,Sunday,28,1,2024,4,0,0
2024-03-18,4,1071,Smartwatch,R1-B,7,184505.64,0,11,488,9.8,7.8,183.17,1291539.48,904077.64,387461.84,0,0,0,0,0,,0,Ashadh,Monday,18,3,2024,12,0,0
2024-08-03,5,1008,Television,R4-D,9,113958.95,10,13,249,4.97,11.4,163.03,923067.5,717941.38,205126.12,0,0,0,0,0,,0,Mangsir,Saturday,3,8,2024,31,1,0
2024-12-30,17,1036,Smartwatch,R1-B,3,146368.61,15,253,57,29.02,11.4,179.74,373239.96,307374.08,65865.88,0,0,0,0,0,,0,Chaitra,Monday,30,12,2024,1,0,0
2024-06-02,7,1093,Smartphone,R1-A,7,127936.52,20,75,332,0.72,13.8,163.07,716444.51,626888.95,89555.56,0,0,0,0,0,,0,Ashwin,Sunday,2,6,2024,22,1,0
2024-01-14,16,1082,Smartphone,R1-A,3,199613.51,0,255,162,0.89,7.8,177.35,598840.53,419188.37,179652.16,0,0,0,0,0,,0,Baisakh,Sunday,14,1,2024,2,0,0
2024-07-05,14,1052,Headphone,R3-C,2,92349.41,0,99,16,27.83,12.1,186.6,184698.82,129289.17,55409.65,0,0,0,0,0,,0,Kartik,Friday,5,7,2024,27,1,0
2024-11-07,16,1079,Smartwatch,R1-B,7,86144.53,15,439,413,1.76,32.6,187.5,512559.95,422108.2,90451.75,0,1,0,0,0,Tihar,1,Falgun,Thursday,7,11,2024,45,1,1
2024-01-07,7,1023,Laptop,R2-B,4,73307.69,15,187,253,7.51,31.7,181.03,249246.15,205261.53,43984.62,0,0,0,0,0,,0,Baisakh,Sunday,7,1,2024,1,1,0
2024-01-03,9,1020,Router,R3-A,1,73602.43,10,69,145,14.18,14.5,186.33,66242.19,51521.7,14720.49,0,0,0,0,0,,0,Baisakh,Wednesday,3,1,2024,1,1,0
2024-04-20,4,1099,Router,R3-A,6,56602.5,15,241,228,5.84,34.9,173.89,288672.75,237730.5,50942.25,0,0,0,0,0,,0,Shrawan,Saturday,20,4,2024,16,0,0
2024-08-25,11,1039,Television,R4-D,6,196164.76,5,445,239,29.47,14.0,177.03,1118139.13,823891.99,294247.14,0,0,0,0,0,,0,Mangsir,Sunday,25,8,2024,34,0,0
2024-12-28,2,1061,Headphone,R3-C,6,174414.84,20,362,285,12.92,26.7,190.18,837191.23,732542.33,104648.9,0,0,0,0,0,,0,Chaitra,Saturday,28,12,2024,52,0,0
2024-08-26,12,1069,Smartwatch,R1-B,2,64701.25,5,185,345,8.94,24.3,174.72,122932.38,90581.75,32350.63,0,0,0,0,0,,0,Mangsir,Monday,26,8,2024,35,0,0
2024-09-30,12,1068,Laptop,R2-B,1,62435.35,5,176,374,19.05,6.9,169.04,59313.58,43704.74,15608.84,0,0,0,0,0,,0,Poush,Monday,30,9,2024,40,0,0
2024-10-20,4,1013,Headphone,R3-C,3,22499.73,5,392,15,9.01,15.3,186.88,64124.23,47249.43,16874.8,0,0,0,0,0,,0,Magh,Sunday,20,10,2024,42,0,0
2024-08-14,18,1041,Smartphone,R1-A,2,175652.11,0,207,74,19.55,33.5,157.02,351304.22,245912.95,105391.27,0,0,0,0,0,,0,Mangsir,Wednesday,14,8,2024,33,0,0
2024-01-15,7,1049,Television,R4-D,6,75609.68,5,69,437,2.05,6.5,193.33,430975.18,317560.66,113414.52,0,0,0,0,0,,0,Baisakh,Monday,15,1,2024,3,0,0
2024-07-10,1,1060,Smartwatch,R1-B,6,115377.85,0,423,259,3.24,10.2,168.6,692267.1,484586.97,207680.13,0,0,0,0,0,,0,Kartik,Wednesday,10,7,2024,28,0,0
2024-04-28,13,1003,Router,R3-A,5,180274.79,15,479,382,11.1,34.1,180.18,766167.86,630961.76,135206.1,0,0,0,0,0,,0,Shrawan,Sunday,28,4,2024,17,0,0
2024-01-28,6,1071,Laptop,R2-B,5,82803.93,20,420,360,9.28,6.2,182.42,331215.72,289813.75,41401.97,0,0,0,0,0,,0,Baisakh,Sunday,28,1,2024,4,0,0
2024-07-20,6,1087,Smartphone,R1-A,9,161759.87,20,92,398,31.01,18.4,160.48,1164671.06,1019087.18,145583.88,0,0,0,0,0,,0,Kartik,Saturday,20,7,2024,29,0,0
2024-02-08,12,1074,Headphone,R3-C,5,87196.55,5,83,459,14.33,32.6,187.91,414183.61,305187.92,108995.69,0,0,0,0,0,,0,Jestha,Thursday,8,2,2024,6,0,0
2024-09-29,8,1016,Television,R4-D,6,140786.31,20,320,410,25.78,33.3,177.88,675774.29,591302.5,84471.79,0,0,0,0,0,,0,Poush,Sunday,29,9,2024,39,0,0
2024-08-18,19,1084,Headphone,R3-C,4,87374.51,0,463,495,26.15,34.4,168.12,349498.04,244648.63,104849.41,0,0,0,0,0,,0,Mangsir,Sunday,18,8,2024,33,0,0
2024-03-26,5,1056,Router,R3-A,1,79766.31,15,35,3,7.51,19.4,189.03,67801.36,55836.42,11964.94,0,0,0,0,0,,0,Ashadh,Tuesday,26,3,2024,13,0,0
2024-05-05,18,1089,Headphone,R3-C,4,198160.43,5,435,418,10.85,7.6,180.0,753009.63,554849.2,198160.43,0,0,0,0,0,,0,Bhadra,Sunday,5,5,2024,18,1,0
2024-10-26,5,1047,Laptop,R2-B,2,123245.27,10,386,250,40.71,28.2,186.43,221841.49,172543.38,49298.11,0,0,0,0,0,,0,Magh,Saturday,26,10,2024,43,0,0
2024-01-25,10,1043,Smartphone,R1-A,3,74743.45,20,252,84,30.17,26.3,194.69,179384.28,156961.24,22423.04,0,0,0,0,0,,0,Baisakh,Thursday,25,1,2024,4,0,0
2024-05-24,1,1044,Smartwatch,R1-B,7,53048.26,20,332,62,20.11,22.4,160.21,297070.26,259936.47,37133.79,0,0,0,0,0,,0,Bhadra,Friday,24,5,2024,21,0,0
2024-01-13,10,1090,Laptop,R2-B,7,9873.74,5,125,99,8.18,31.6,184.98,65660.37,48381.33,17279.04,0,0,0,0,0,,0,Baisakh,Saturday,13,1,2024,2,0,0
2024-07-30,5,1079,Router,R3-A,1,141900.14,20,332,321,11.8,32.3,185.31,113520.11,99330.1,14190.01,0,0,0,0,0,,0,Kartik,Tuesday,30,7,2024,31,0,0
2024-01-25,12,1089,Television,R4-D,8,75687.17,20,189,242,38.34,25.5,189.99,484397.89,423848.15,60549.74,0,0,0,0,0,,0,Baisakh,Thursday,25,1,2024,4,0,0
2024-03-08,7,1032,Router,R3-A,7,164608.32,10,271,294,19.97,8.4,171.32,1037032.42,806580.77,230451.65,0,0,0,0,0,,0,Ashadh,Friday,8,3,2024,10,0,0
2024-03-07,9,1030,Router,R3-A,1,74045.96,0,123,411,8.62,7.9,189.79,74045.96,51832.17,22213.79,0,0,0,0,0,,0,Ashadh,Thursday,7,3,2024,10,1,0
2024-08-20,12,1046,Headphone,R3-C,8,75919.18,5,275,161,9.84,17.3,180.6,576985.77,425147.41,151838.36,0,0,0,0,0,,0,Mangsir,Tuesday,20,8,2024,34,0,0
2024-04-18,1,1005,Television,R4-D,2,156277.84,5,47,416,9.42,13.8,157.75,296927.9,218788.98,78138.92,0,0,0,0,0,,0,Shrawan,Thursday,18,4,2024,16,0,0
2024-05-25,11,1071,Laptop,R2-B,8,98914.4,10,389,177,4.37,9.0,156.26,712183.68,553920.64,158263.04,0,0,0,0,0,,0,Bhadra,Saturday,25,5,2024,21,0,0
2024-04-20,15,1070,Router,R3-A,3,177209.16,10,86,443,13.99,23.3,174.26,478464.73,372139.24,106325.49,0,0,0,0,0,,0,Shrawan,Saturday,20,4,2024,16,0,0
2024-08-15,2,1033,Laptop,R2-B,7,118846.88,0,111,327,6.86,25.5,186.43,831928.16,582349.71,249578.45,0,0,0,0,0,,0,Mangsir,Thursday,15,8,2024,33,0,0
2024-04-20,7,1052,Smartwatch,R1-B,6,49647.67,15,21,327,21.67,25.9,170.37,253203.12,208520.21,44682.91,0,0,0,0,0,,0,Shrawan,Saturday,20,4,2024,16,0,0
2024-02-03,12,1013,Headphone,R3-C,5,114517.83,5,311,251,10.63,10.3,189.07,543959.69,400812.4,143147.29,0,0,0,0,0,,0,Jestha,Saturday,3,2,2024,5,1,0
2024-04-20,18,1015,Laptop,R2-B,2,2792.33,20,58,41,15.56,14.2,174.68,4467.73,3909.26,558.47,0,0,0,0,0,,0,Shrawan,Saturday,20,4,2024,16,0,0
2024-09-20,3,1042,Television,R4-D,2,63854.68,0,263,241,24.32,11.0,156.05,127709.36,89396.55,38312.81,0,0,0,0,0,,0,Poush,Friday,20,9,2024,38,0,0
2024-08-23,7,1072,Router,R3-A,1,43174.56,5,356,341,23.53,23.0,193.95,41015.83,30222.19,10793.64,0,0,0,0,0,,0,Mangsir,Friday,23,8,2024,34,0,0
2024-03-23,11,1073,Smartwatch,R1-B,9,131529.2,0,389,90,4.13,22.0,174.58,1183762.8,828633.96,355128.84,0,0,0,0,0,,0,Ashadh,Saturday,23,3,2024,12,0,0
2024-02-11,18,1080,Television,R4-D,8,28935.64,15,258,27,6.5,20.1,181.01,196762.35,162039.58,34722.77,0,0,0,0,0,,0,Jestha,Sunday,11,2,2024,6,0,0
2024-04-10,12,1011,Headphone,R3-C,8,59439.29,5,81,458,29.39,13.9,162.97,451738.6,332860.02,118878.58,0,0,0,1,0,Eid,1,Shrawan,Wednesday,10,4,2024,15,0,1
2024-01-06,6,1069,Smartwatch,R1-B,1,67599.09,20,456,154,10.11,12.1,166.89,54079.27,47319.36,6759.91,0,0,0,0,0,,0,Baisakh,Saturday,6,1,2024,1,1,0
2024-06-28,5,1018,Smartwatch,R1-B,5,2652.06,5,206,118,11.27,31.7,174.37,12597.28,9282.21,3315.07,0,0,0,0,0,,0,Ashwin,Friday,28,6,2024,26,0,0
2024-10-08,1,1040,Smartwatch,R1-B,6,11259.78,0,262,384,12.84,6.5,189.25,67558.68,47291.08,20267.6,0,0,0,0,0,,0,Magh,Tuesday,8,10,2024,41,0,0
2024-11-15,12,1052,Router,R3-A,2,63602.97,15,493,486,33.94,24.7,159.08,108125.05,89044.16,19080.89,0,0,0,0,0,,0,Falgun,Friday,15,11,2024,46,0,0
2024-08-13,11,1028,Smartphone,R1-A,5,46026.58,0,367,219,4.26,5.6,186.21,230132.9,161093.03,69039.87,0,0,0,0,0,,0,Mangsir,Tuesday,13,8,2024,33,0,0
2024-11-10,4,1069,Smartwatch,R1-B,6,25147.53,0,308,346,1.12,10.8,178.17,150885.18,105619.63,45265.55,0,0,0,0,0,,0,Falgun,Sunday,10,11,2024,45,0,0
2024-12-30,18,1058,Television,R4-D,9,32524.01,10,231,263,8.9,13.7,174.99,263444.48,204901.26,58543.22,0,0,0,0,0,,0,Chaitra,Monday,30,12,2024,1,0,0
2024-08-16,4,1088,Television,R4-D,1,167436.32,0,69,120,19.25,31.6,190.06,167436.32,117205.42,50230.9,0,0,0,0,0,,0,Mangsir,Friday,16,8,2024,33,0,0
2024-10-15,17,1063,Headphone,R3-C,3,137297.28,15,366,45,43.01,9.1,159.72,350108.06,288324.29,61783.77,0,0,0,0,0,,0,Magh,Tuesday,15,10,2024,42,0,0
2024-05-29,2,1023,Laptop,R2-B,9,97855.27,20,166,279,6.27,33.1,194.63,704557.94,616488.2,88069.74,0,0,0,0,0,,0,Bhadra,Wednesday,29,5,2024,22,0,0
2024-10-03,2,1088,Laptop,R2-B,1,181957.21,10,351,114,17.02,29.5,189.19,163761.49,127370.05,36391.44,0,0,0,0,0,,0,Magh,Thursday,3,10,2024,40,1,0
